crime_id,crime_month,crime_city,crime_type,severity_level,victim_count,current_status
58523,2021-12-01,El Paso,Vandalism,9,1,Investigating
7587,2021-03-01,San Jose,Vehicle Theft,9,3,Pending
91484,2019-04-01,New York,Arson,8,1,Investigating
97548,2021-06-01,Columbus,Vandalism,2,1,Closed
55116,2018-10-01,Indianapolis,Kidnapping,7,3,Closed
56766,2023-05-01,Austin,Kidnapping,7,1,Pending
51875,2018-12-01,Los Angeles,Arson,1,5,Pending
23679,2020-08-01,El Paso,Kidnapping,5,3,Pending
8740,2018-12-01,Chicago,Burglary,1,2,Investigating
1216,2020-03-01,New York,Drug Violation,6,3,Closed
24986,2019-07-01,Los Angeles,Arson,5,1,Investigating
23918,2023-09-01,Seattle,Burglary,10,1,Closed
58740,2019-06-01,San Diego,Fraud,3,4,Investigating
71471,2019-09-01,Austin,Arson,5,2,Investigating
56256,2021-02-01,Chicago,Sexual Assault,4,1,Investigating
14035,2019-06-01,San Jose,Kidnapping,2,4,Investigating
62522,2019-12-01,Philadelphia,Fraud,5,1,Pending
20948,2022-04-01,Dallas,Vandalism,8,3,Closed
83069,2022-05-01,Philadelphia,Sexual Assault,1,2,Closed
689,2022-04-01,San Diego,Assault,3,1,Pending
62892,2020-10-01,El Paso,Cybercrime,9,3,Pending
16463,2020-03-01,San Jose,Cybercrime,4,5,Investigating
74446,2022-04-01,Seattle,Robbery,7,2,Closed
32964,2018-04-01,San Diego,Assault,6,2,Pending
44866,2022-11-01,Los Angeles,Burglary,5,3,Closed
89127,2020-01-01,New York,Kidnapping,2,4,Investigating
83107,2022-11-01,New York,Burglary,8,4,Pending
70706,2018-05-01,San Antonio,Kidnapping,5,2,Closed
45396,2018-05-01,Denver,Fraud,4,1,Closed
47727,2018-04-01,San Diego,Sexual Assault,8,2,Investigating
28057,2023-06-01,Los Angeles,Vandalism,1,3,Closed
76833,2018-12-01,Houston,Assault,4,1,Pending
43993,2022-05-01,Phoenix,Kidnapping,1,1,Closed
26717,2018-08-01,San Diego,Vehicle Theft,4,2,Pending
25040,2021-08-01,Washington,Fraud,8,3,Closed
94281,2018-11-01,San Jose,Arson,6,4,Investigating
7691,2021-05-01,Chicago,Assault,1,2,Pending
96294,2020-08-01,San Jose,Robbery,2,3,Pending
79375,2021-10-01,Dallas,Burglary,1,4,Closed
56777,2022-11-01,Houston,Burglary,4,1,Investigating
16285,2021-11-01,Boston,Vehicle Theft,4,5,Investigating
66426,2018-08-01,Denver,Cybercrime,6,2,Investigating
5607,2022-08-01,San Jose,Fraud,10,4,Closed
89273,2023-01-01,Austin,Fraud,9,2,Investigating
43513,2021-03-01,Washington,Fraud,8,4,Pending
5430,2019-11-01,Houston,Drug Violation,7,1,Investigating
77022,2021-07-01,Phoenix,Vehicle Theft,9,3,Closed
17550,2020-07-01,San Antonio,Vandalism,2,1,Investigating
64199,2022-03-01,San Diego,Fraud,1,2,Investigating
82833,2022-12-01,Jacksonville,Arson,10,2,Investigating
28025,2022-01-01,Jacksonville,Assault,4,2,Pending
67909,2021-10-01,Dallas,Sexual Assault,6,2,Pending
57671,2021-11-01,San Antonio,Kidnapping,5,4,Closed
79369,2023-08-01,San Antonio,Shoplifting,7,5,Investigating
98477,2023-02-01,Jacksonville,Homicide,7,2,Pending
94438,2022-02-01,San Jose,Drug Violation,9,5,Pending
94580,2019-04-01,Phoenix,Vehicle Theft,4,2,Pending
60511,2022-12-01,Philadelphia,Drug Violation,7,3,Investigating
14410,2020-04-01,San Antonio,Arson,4,5,Pending
5450,2022-03-01,San Antonio,Kidnapping,10,4,Closed
8553,2023-03-01,San Diego,Robbery,6,3,Pending
93612,2023-11-01,Philadelphia,Shoplifting,2,5,Pending
35959,2023-09-01,San Jose,Kidnapping,4,2,Investigating
48359,2021-09-01,Seattle,Cybercrime,3,2,Pending
7024,2023-11-01,Los Angeles,Fraud,10,4,Closed
87482,2022-01-01,Jacksonville,Fraud,7,2,Pending
33783,2022-02-01,San Diego,Drug Violation,8,1,Investigating
30330,2019-10-01,Washington,Shoplifting,8,2,Investigating
45567,2019-10-01,San Antonio,Homicide,2,2,Closed
30909,2021-03-01,Houston,Fraud,4,4,Investigating
88691,2020-12-01,Boston,Robbery,6,5,Closed
45180,2020-09-01,San Francisco,Fraud,7,2,Closed
8465,2023-11-01,Houston,Kidnapping,5,1,Investigating
3712,2019-03-01,El Paso,Sexual Assault,6,4,Closed
15948,2019-02-01,Philadelphia,Homicide,7,2,Closed
11321,2022-07-01,New York,Drug Violation,1,3,Closed
34441,2018-02-01,Washington,Cybercrime,2,2,Closed
53617,2023-07-01,Houston,Arson,9,3,Pending
11025,2020-03-01,El Paso,Shoplifting,1,2,Closed
85153,2018-05-01,Houston,Vandalism,5,1,Pending
22644,2020-04-01,San Antonio,Shoplifting,2,5,Closed
67787,2023-05-01,New York,Robbery,2,4,Pending
63095,2023-01-01,Washington,Sexual Assault,4,4,Pending
99087,2019-09-01,San Francisco,Robbery,1,1,Investigating
48794,2019-10-01,New York,Shoplifting,2,3,Closed
15818,2022-11-01,Dallas,Sexual Assault,9,3,Investigating
6281,2023-03-01,New York,Vehicle Theft,5,4,Investigating
95496,2022-07-01,Dallas,Arson,8,3,Closed
61309,2020-11-01,San Diego,Vandalism,2,3,Pending
32227,2021-08-01,Indianapolis,Drug Violation,10,2,Closed
47255,2018-10-01,Chicago,Assault,7,2,Pending
2462,2019-09-01,San Jose,Shoplifting,10,1,Investigating
46044,2022-01-01,Chicago,Cybercrime,7,3,Closed
43519,2020-12-01,San Jose,Fraud,6,1,Closed
75871,2019-08-01,Philadelphia,Drug Violation,8,3,Closed
8323,2023-01-01,San Diego,Robbery,4,2,Pending
8536,2022-02-01,Phoenix,Sexual Assault,3,1,Investigating
73539,2020-07-01,Houston,Kidnapping,4,2,Investigating
75528,2022-09-01,Phoenix,Drug Violation,3,4,Investigating
61137,2020-12-01,Austin,Homicide,5,1,Investigating
28925,2018-04-01,Houston,Sexual Assault,9,1,Investigating
67221,2020-12-01,Chicago,Homicide,10,4,Pending
69277,2021-06-01,Seattle,Sexual Assault,2,2,Pending
63935,2020-08-01,Jacksonville,Drug Violation,7,3,Investigating
40828,2020-07-01,San Jose,Shoplifting,8,3,Closed
6265,2021-06-01,Houston,Arson,2,3,Closed
93772,2022-07-01,El Paso,Kidnapping,5,2,Closed
83939,2022-03-01,Dallas,Drug Violation,4,1,Pending
24291,2018-08-01,San Francisco,Kidnapping,4,3,Closed
21522,2020-08-01,San Diego,Burglary,9,3,Investigating
75597,2018-06-01,Philadelphia,Cybercrime,8,2,Closed
24,2018-02-01,San Antonio,Homicide,2,5,Investigating
3648,2018-05-01,Washington,Homicide,10,1,Closed
40113,2021-02-01,San Jose,Assault,8,3,Closed
14128,2021-04-01,Chicago,Vehicle Theft,2,5,Pending
39652,2018-12-01,New York,Shoplifting,6,5,Investigating
29161,2018-08-01,New York,Fraud,7,5,Investigating
54110,2020-08-01,Phoenix,Burglary,6,3,Investigating
15994,2022-06-01,San Diego,Fraud,6,2,Pending
93298,2020-10-01,San Francisco,Homicide,5,5,Closed
99925,2022-01-01,Philadelphia,Robbery,3,1,Pending
81297,2023-11-01,Houston,Assault,3,5,Pending
88959,2022-11-01,Philadelphia,Arson,7,1,Investigating
63533,2022-12-01,Indianapolis,Homicide,8,4,Closed
77276,2019-06-01,Dallas,Kidnapping,1,3,Investigating
51457,2020-08-01,San Antonio,Vehicle Theft,5,1,Investigating
19658,2021-04-01,San Antonio,Arson,10,1,Investigating
95351,2020-03-01,New York,Assault,10,2,Pending
16442,2022-07-01,Washington,Cybercrime,2,4,Closed
84582,2022-08-01,Seattle,Vehicle Theft,8,5,Closed
29603,2019-01-01,Phoenix,Vehicle Theft,9,3,Investigating
47619,2019-12-01,San Jose,Burglary,8,1,Investigating
54899,2020-11-01,San Antonio,Sexual Assault,8,5,Pending
17094,2019-07-01,Dallas,Vehicle Theft,3,2,Investigating
79596,2023-09-01,New York,Cybercrime,8,4,Investigating
24345,2023-05-01,San Diego,Assault,8,5,Pending
67430,2019-05-01,New York,Robbery,9,1,Investigating
42362,2023-08-01,Jacksonville,Drug Violation,5,2,Investigating
77916,2023-07-01,Denver,Cybercrime,9,5,Pending
20487,2019-06-01,San Diego,Vehicle Theft,8,3,Investigating
99049,2019-03-01,San Diego,Kidnapping,10,1,Pending
28959,2021-11-01,Phoenix,Drug Violation,7,3,Investigating
64486,2020-02-01,Houston,Robbery,7,2,Closed
49038,2022-01-01,Philadelphia,Assault,8,4,Investigating
51754,2019-05-01,New York,Sexual Assault,5,1,Investigating
30113,2018-02-01,El Paso,Fraud,6,5,Investigating
44800,2021-05-01,Houston,Shoplifting,2,2,Pending
93911,2020-09-01,Chicago,Homicide,5,2,Closed
18795,2023-12-01,Los Angeles,Drug Violation,3,4,Investigating
25283,2023-05-01,Philadelphia,Robbery,4,3,Closed
38137,2020-06-01,Houston,Burglary,9,2,Investigating
79533,2023-01-01,Los Angeles,Robbery,3,1,Investigating
20142,2020-09-01,Denver,Robbery,3,4,Investigating
81242,2023-03-01,Washington,Shoplifting,10,2,Closed
772,2022-04-01,San Diego,Sexual Assault,8,3,Pending
710,2023-03-01,San Jose,Shoplifting,8,3,Pending
16120,2019-05-01,Phoenix,Shoplifting,1,3,Closed
36615,2022-11-01,Phoenix,Assault,1,5,Closed
80209,2022-11-01,San Diego,Shoplifting,1,4,Pending
11731,2019-01-01,Washington,Assault,2,3,Closed
15803,2020-03-01,Houston,Drug Violation,9,1,Investigating
89710,2019-04-01,Washington,Homicide,3,2,Investigating
24594,2018-01-01,Denver,Robbery,10,2,Pending
17787,2021-03-01,Washington,Homicide,9,2,Closed
85480,2023-09-01,Jacksonville,Arson,5,1,Pending
87984,2022-08-01,Jacksonville,Robbery,10,4,Closed
79075,2020-12-01,Houston,Sexual Assault,9,5,Investigating
17815,2020-03-01,San Jose,Arson,4,5,Closed
24794,2022-12-01,New York,Sexual Assault,3,2,Investigating
74969,2021-11-01,San Jose,Burglary,3,2,Closed
80044,2019-04-01,San Antonio,Fraud,5,4,Closed
55166,2019-07-01,Houston,Kidnapping,2,4,Closed
34430,2022-09-01,Chicago,Kidnapping,8,2,Investigating
24047,2022-04-01,El Paso,Shoplifting,7,3,Pending
79225,2022-08-01,Jacksonville,Homicide,1,3,Investigating
23793,2018-01-01,Chicago,Vandalism,4,1,Pending
82525,2021-02-01,Philadelphia,Assault,1,5,Closed
81430,2023-10-01,Boston,Vandalism,4,4,Closed
90387,2021-02-01,Houston,Vandalism,8,3,Closed
90303,2021-12-01,Denver,Robbery,6,4,Investigating
30996,2021-01-01,Washington,Vandalism,2,5,Pending
32825,2019-01-01,Indianapolis,Robbery,8,4,Closed
88854,2019-08-01,San Jose,Burglary,4,3,Investigating
36575,2018-11-01,Los Angeles,Arson,10,4,Pending
60886,2019-05-01,Boston,Shoplifting,5,2,Investigating
76558,2021-08-01,Houston,Kidnapping,1,4,Closed
4509,2020-11-01,Dallas,Cybercrime,2,1,Pending
48215,2021-03-01,San Antonio,Cybercrime,10,2,Investigating
18480,2022-07-01,Austin,Fraud,6,4,Pending
89653,2022-10-01,Phoenix,Kidnapping,7,2,Closed
16495,2020-08-01,San Antonio,Shoplifting,10,5,Pending
77699,2023-10-01,Chicago,Arson,7,2,Pending
84952,2018-08-01,Los Angeles,Shoplifting,6,1,Pending
69909,2018-06-01,Los Angeles,Vehicle Theft,1,2,Pending
99033,2019-11-01,Indianapolis,Sexual Assault,8,1,Closed
75504,2020-02-01,Houston,Robbery,5,5,Pending
68819,2023-03-01,Chicago,Cybercrime,1,1,Investigating
79997,2021-08-01,Dallas,Fraud,6,4,Investigating
97275,2021-01-01,Washington,Sexual Assault,10,3,Closed
62780,2023-12-01,San Jose,Vandalism,9,3,Investigating
53261,2018-08-01,Phoenix,Cybercrime,9,3,Pending
65667,2021-05-01,San Jose,Homicide,3,2,Pending
78527,2023-07-01,Los Angeles,Cybercrime,3,3,Closed
61000,2022-08-01,San Francisco,Fraud,3,1,Investigating
5648,2019-09-01,San Antonio,Assault,5,5,Closed
53488,2018-02-01,Denver,Vandalism,3,3,Investigating
76464,2020-02-01,Chicago,Homicide,9,5,Investigating
17966,2021-11-01,Dallas,Vandalism,9,5,Pending
76290,2018-11-01,New York,Fraud,10,3,Closed
28861,2023-04-01,Columbus,Assault,2,1,Pending
73519,2021-06-01,Dallas,Shoplifting,10,4,Investigating
96457,2022-06-01,Denver,Arson,3,5,Investigating
36487,2023-07-01,Indianapolis,Vehicle Theft,3,5,Closed
75275,2019-11-01,Philadelphia,Sexual Assault,8,1,Investigating
28183,2019-10-01,Columbus,Cybercrime,8,5,Closed
24100,2023-10-01,San Diego,Drug Violation,10,1,Investigating
36537,2019-08-01,Philadelphia,Drug Violation,6,2,Pending
27180,2023-04-01,New York,Vandalism,7,5,Closed
18569,2022-01-01,Los Angeles,Vehicle Theft,10,5,Closed
20189,2020-11-01,Philadelphia,Arson,9,5,Investigating
61905,2018-06-01,Dallas,Fraud,7,4,Pending
29801,2020-07-01,Austin,Vehicle Theft,4,1,Closed
41227,2020-03-01,San Jose,Drug Violation,4,5,Investigating
87957,2021-07-01,Washington,Fraud,1,2,Pending
83040,2018-02-01,El Paso,Homicide,9,5,Closed
71244,2022-08-01,Houston,Sexual Assault,10,5,Investigating
26584,2021-06-01,Denver,Assault,10,3,Closed
4753,2022-01-01,Chicago,Cybercrime,3,3,Pending
45182,2020-04-01,Houston,Homicide,3,1,Closed
10434,2021-03-01,Chicago,Vehicle Theft,1,2,Investigating
70710,2020-02-01,El Paso,Cybercrime,2,3,Pending
13923,2022-09-01,Chicago,Sexual Assault,10,4,Investigating
74336,2018-09-01,Los Angeles,Kidnapping,10,4,Investigating
76914,2021-12-01,Chicago,Fraud,9,2,Closed
58515,2021-02-01,Dallas,Vehicle Theft,10,3,Pending
42758,2021-08-01,Austin,Kidnapping,3,1,Pending
39414,2021-01-01,Houston,Vandalism,3,5,Investigating
61871,2020-01-01,Columbus,Assault,8,4,Closed
11076,2021-07-01,San Francisco,Fraud,6,2,Pending
76493,2018-08-01,Seattle,Vandalism,4,4,Investigating
52728,2022-11-01,Philadelphia,Vandalism,6,2,Closed
36247,2018-11-01,San Diego,Vehicle Theft,5,4,Closed
27550,2018-10-01,San Jose,Shoplifting,2,2,Pending
97282,2021-09-01,Dallas,Drug Violation,6,5,Investigating
63441,2023-12-01,San Antonio,Vandalism,3,2,Investigating
3046,2018-12-01,Denver,Cybercrime,4,2,Closed
92630,2023-04-01,San Antonio,Burglary,7,5,Investigating
89560,2023-02-01,Austin,Sexual Assault,1,3,Pending
34763,2019-12-01,Columbus,Drug Violation,8,3,Pending
4723,2021-01-01,Denver,Homicide,4,3,Pending
38537,2023-06-01,San Antonio,Sexual Assault,9,5,Pending
48038,2021-02-01,Boston,Robbery,6,2,Pending
65392,2022-08-01,El Paso,Shoplifting,7,3,Pending
93036,2022-03-01,Phoenix,Cybercrime,10,5,Closed
36230,2023-04-01,Philadelphia,Vandalism,3,4,Closed
39068,2019-02-01,San Jose,Robbery,3,2,Pending
18813,2023-02-01,Houston,Robbery,7,3,Pending
61047,2020-12-01,Los Angeles,Cybercrime,1,5,Investigating
14308,2019-05-01,Los Angeles,Vandalism,9,2,Pending
82695,2018-08-01,San Francisco,Vehicle Theft,3,4,Investigating
16122,2018-01-01,Los Angeles,Cybercrime,8,4,Pending
7555,2020-01-01,El Paso,Cybercrime,4,4,Pending
8124,2022-07-01,Chicago,Vandalism,1,5,Investigating
43660,2020-01-01,San Jose,Vehicle Theft,10,2,Closed
88232,2021-06-01,Philadelphia,Assault,9,2,Closed
50140,2023-11-01,San Antonio,Shoplifting,9,5,Investigating
76329,2020-10-01,El Paso,Burglary,10,1,Investigating
6141,2018-03-01,San Diego,Assault,1,2,Pending
66078,2023-03-01,San Antonio,Homicide,3,3,Pending
41590,2021-03-01,Houston,Cybercrime,9,4,Closed
46753,2018-08-01,San Diego,Shoplifting,4,1,Pending
78661,2022-09-01,Phoenix,Cybercrime,1,4,Closed
65393,2020-07-01,El Paso,Cybercrime,1,2,Pending
66867,2021-12-01,San Diego,Sexual Assault,6,3,Closed
46893,2018-10-01,Philadelphia,Drug Violation,1,3,Closed
86395,2023-05-01,San Jose,Cybercrime,8,1,Pending
85064,2023-02-01,Denver,Vehicle Theft,1,1,Pending
90269,2022-01-01,Seattle,Assault,1,1,Pending
82632,2022-02-01,San Francisco,Cybercrime,4,2,Pending
93253,2021-02-01,San Jose,Robbery,2,4,Closed
39424,2021-05-01,Philadelphia,Cybercrime,3,5,Closed
59625,2018-01-01,Los Angeles,Fraud,3,5,Pending
32130,2019-05-01,Dallas,Homicide,4,4,Pending
92503,2022-02-01,Philadelphia,Kidnapping,5,3,Pending
59812,2018-07-01,Phoenix,Sexual Assault,4,1,Investigating
60616,2023-07-01,Boston,Kidnapping,8,1,Investigating
42805,2023-06-01,Houston,Sexual Assault,6,1,Pending
65807,2023-09-01,Denver,Cybercrime,1,4,Closed
75120,2020-08-01,Los Angeles,Kidnapping,3,3,Investigating
909,2021-07-01,Indianapolis,Homicide,3,3,Pending
55243,2022-12-01,San Jose,Assault,9,2,Pending
35844,2021-02-01,Philadelphia,Burglary,1,5,Pending
86943,2020-06-01,Los Angeles,Fraud,8,4,Closed
79421,2019-10-01,New York,Assault,1,1,Pending
92398,2021-08-01,San Jose,Burglary,1,4,Closed
62648,2021-07-01,Houston,Burglary,6,1,Closed
38652,2020-02-01,New York,Assault,7,2,Closed
13563,2019-12-01,Indianapolis,Shoplifting,8,4,Closed
91528,2023-10-01,Boston,Cybercrime,4,4,Closed
81635,2021-07-01,Indianapolis,Kidnapping,4,2,Investigating
45522,2020-04-01,Dallas,Kidnapping,5,1,Closed
19503,2021-10-01,New York,Homicide,2,5,Investigating
21966,2022-10-01,Philadelphia,Assault,4,1,Closed
44475,2021-01-01,Dallas,Vehicle Theft,1,4,Pending
525,2022-02-01,Dallas,Assault,6,3,Pending
49887,2019-04-01,San Francisco,Shoplifting,10,3,Investigating
21882,2022-06-01,Seattle,Kidnapping,4,3,Investigating
34935,2018-12-01,Houston,Kidnapping,4,5,Investigating
46478,2018-08-01,San Jose,Drug Violation,1,2,Pending
68084,2018-05-01,Houston,Robbery,1,4,Pending
14982,2022-12-01,Columbus,Cybercrime,3,1,Investigating
7553,2021-08-01,Chicago,Robbery,10,4,Pending
25293,2022-03-01,San Francisco,Robbery,7,4,Closed
80598,2023-09-01,New York,Sexual Assault,5,4,Investigating
59047,2022-02-01,Philadelphia,Homicide,1,3,Investigating
9189,2023-03-01,Indianapolis,Fraud,4,5,Closed
58407,2018-12-01,Denver,Robbery,7,5,Investigating
88334,2023-01-01,New York,Arson,1,4,Investigating
49602,2022-10-01,San Antonio,Robbery,8,2,Investigating
71807,2019-11-01,Columbus,Vandalism,4,2,Closed
54481,2021-04-01,Boston,Cybercrime,10,4,Pending
51778,2019-03-01,Houston,Kidnapping,5,2,Pending
6391,2023-11-01,San Antonio,Fraud,7,5,Closed
92808,2018-07-01,San Jose,Vandalism,3,5,Pending
63893,2018-05-01,San Antonio,Kidnapping,10,3,Pending
84655,2022-05-01,Denver,Homicide,7,2,Closed
55629,2022-02-01,Philadelphia,Arson,2,3,Investigating
2399,2021-09-01,Chicago,Robbery,4,2,Pending
75158,2021-03-01,New York,Homicide,3,5,Investigating
2620,2020-08-01,San Jose,Drug Violation,1,1,Pending
59260,2021-02-01,El Paso,Drug Violation,3,5,Closed
91073,2022-07-01,Austin,Arson,2,5,Closed
4618,2021-07-01,Los Angeles,Assault,2,1,Closed
69473,2019-04-01,Dallas,Sexual Assault,2,3,Closed
93850,2022-11-01,San Antonio,Vandalism,7,3,Investigating
16115,2020-09-01,San Jose,Kidnapping,10,2,Investigating
98180,2021-03-01,Phoenix,Shoplifting,3,2,Closed
95368,2018-01-01,El Paso,Vandalism,2,1,Closed
21978,2023-09-01,Dallas,Cybercrime,9,5,Pending
88891,2022-02-01,Boston,Kidnapping,1,3,Investigating
38719,2019-06-01,San Jose,Sexual Assault,2,1,Closed
61455,2022-05-01,Houston,Vehicle Theft,4,2,Investigating
44070,2023-02-01,Chicago,Fraud,3,4,Closed
88803,2023-06-01,Houston,Shoplifting,1,1,Investigating
62908,2021-07-01,San Antonio,Robbery,3,2,Pending
79101,2018-03-01,Seattle,Robbery,9,1,Pending
43527,2023-07-01,Houston,Homicide,1,5,Pending
21719,2021-09-01,San Francisco,Sexual Assault,7,2,Investigating
81691,2020-01-01,Phoenix,Burglary,4,5,Investigating
51080,2018-07-01,Dallas,Burglary,8,4,Pending
34985,2023-04-01,Los Angeles,Homicide,8,2,Investigating
19951,2023-07-01,Seattle,Arson,5,4,Closed
962,2019-11-01,Phoenix,Burglary,7,2,Pending
70856,2021-01-01,El Paso,Arson,5,5,Pending
34021,2019-03-01,Columbus,Vandalism,10,4,Closed
27292,2021-12-01,Phoenix,Cybercrime,10,2,Investigating
13588,2018-08-01,Houston,Drug Violation,9,3,Closed
33548,2023-08-01,Houston,Sexual Assault,7,4,Pending
42401,2020-01-01,Jacksonville,Drug Violation,1,5,Investigating
81676,2020-06-01,New York,Shoplifting,3,4,Closed
17146,2022-04-01,Dallas,Vehicle Theft,3,3,Pending
72544,2021-12-01,Los Angeles,Robbery,3,4,Closed
28303,2022-03-01,San Antonio,Cybercrime,7,5,Pending
19996,2023-12-01,Jacksonville,Shoplifting,8,4,Pending
90568,2018-05-01,San Antonio,Cybercrime,7,3,Pending
69554,2021-03-01,New York,Kidnapping,6,4,Pending
48753,2021-09-01,San Jose,Vehicle Theft,5,1,Closed
57828,2021-10-01,Houston,Assault,10,5,Closed
19472,2021-04-01,El Paso,Fraud,8,4,Closed
3745,2021-03-01,Phoenix,Vandalism,5,4,Investigating
31400,2020-07-01,Los Angeles,Homicide,5,4,Investigating
24343,2020-02-01,San Diego,Vandalism,8,5,Closed
49790,2021-06-01,Jacksonville,Kidnapping,2,1,Pending
36952,2022-04-01,Columbus,Sexual Assault,9,1,Closed
6908,2020-01-01,Chicago,Shoplifting,5,2,Investigating
34261,2021-11-01,Phoenix,Shoplifting,7,2,Investigating
23894,2022-03-01,New York,Homicide,10,3,Investigating
27004,2020-10-01,San Antonio,Homicide,7,1,Investigating
67057,2020-02-01,New York,Homicide,1,3,Closed
55885,2018-05-01,New York,Vandalism,4,4,Investigating
51388,2021-10-01,Los Angeles,Vehicle Theft,9,1,Closed
22039,2019-10-01,Columbus,Shoplifting,1,2,Investigating
69799,2022-10-01,Indianapolis,Vandalism,7,4,Pending
77046,2022-03-01,New York,Homicide,7,3,Pending
96773,2020-08-01,Phoenix,Fraud,8,5,Closed
8400,2023-12-01,New York,Vehicle Theft,4,2,Investigating
96977,2023-02-01,Phoenix,Kidnapping,8,1,Closed
84884,2019-10-01,Houston,Arson,6,5,Investigating
23146,2019-01-01,New York,Homicide,1,5,Pending
19907,2020-12-01,Jacksonville,Sexual Assault,10,4,Investigating
76200,2023-05-01,Chicago,Sexual Assault,5,2,Closed
19939,2021-12-01,San Diego,Kidnapping,9,3,Closed
17597,2018-03-01,El Paso,Arson,6,3,Investigating
52586,2022-01-01,Chicago,Drug Violation,4,2,Pending
58467,2021-09-01,Austin,Kidnapping,9,1,Pending
94295,2023-05-01,Los Angeles,Vandalism,4,3,Pending
59,2020-01-01,San Antonio,Homicide,1,2,Pending
3004,2023-11-01,Austin,Vehicle Theft,5,5,Pending
12413,2020-10-01,Philadelphia,Cybercrime,5,1,Investigating
15404,2020-06-01,Chicago,Cybercrime,3,2,Pending
69150,2019-08-01,San Diego,Drug Violation,2,2,Pending
68008,2018-02-01,Indianapolis,Robbery,2,2,Closed
93209,2023-05-01,San Francisco,Robbery,4,5,Pending
80555,2021-04-01,Philadelphia,Robbery,8,3,Pending
35920,2019-08-01,Columbus,Fraud,2,5,Closed
63994,2023-02-01,Los Angeles,Fraud,10,3,Pending
88498,2023-06-01,Denver,Vehicle Theft,3,4,Investigating
44263,2020-03-01,Columbus,Sexual Assault,10,5,Investigating
73308,2019-09-01,Austin,Kidnapping,3,5,Pending
93502,2023-09-01,Denver,Burglary,3,5,Investigating
72847,2018-06-01,Los Angeles,Shoplifting,9,1,Closed
90473,2023-12-01,Dallas,Homicide,5,3,Closed
79535,2021-04-01,Denver,Assault,4,5,Investigating
51184,2023-06-01,Los Angeles,Drug Violation,5,4,Investigating
29851,2021-02-01,San Jose,Cybercrime,5,4,Investigating
45420,2022-08-01,Los Angeles,Fraud,9,3,Pending
94634,2020-12-01,Houston,Cybercrime,1,2,Investigating
53193,2023-12-01,Indianapolis,Robbery,4,4,Investigating
16876,2019-10-01,Dallas,Kidnapping,5,3,Investigating
70155,2023-02-01,Chicago,Sexual Assault,6,2,Investigating
72236,2019-03-01,New York,Homicide,10,5,Closed
77477,2020-05-01,Indianapolis,Sexual Assault,9,2,Investigating
34994,2020-07-01,Philadelphia,Assault,10,4,Investigating
69583,2022-02-01,Chicago,Vehicle Theft,8,3,Closed
1012,2021-05-01,San Francisco,Assault,9,4,Pending
99935,2018-09-01,Austin,Vandalism,5,3,Investigating
22121,2021-08-01,San Antonio,Homicide,6,5,Investigating
42767,2022-08-01,Houston,Kidnapping,4,3,Pending
68334,2018-09-01,San Diego,Kidnapping,4,3,Pending
77059,2022-11-01,San Jose,Burglary,2,4,Pending
27916,2020-10-01,Los Angeles,Vehicle Theft,3,2,Investigating
31817,2021-08-01,Houston,Homicide,6,2,Investigating
74066,2018-07-01,San Antonio,Arson,9,4,Pending
32244,2023-03-01,Chicago,Assault,3,4,Closed
7425,2018-01-01,Houston,Sexual Assault,1,2,Closed
48768,2021-01-01,Chicago,Homicide,7,3,Investigating
36232,2019-04-01,San Antonio,Vandalism,4,2,Pending
91158,2023-11-01,San Jose,Vehicle Theft,2,2,Closed
92429,2018-02-01,Los Angeles,Shoplifting,2,3,Investigating
87678,2019-06-01,Houston,Vehicle Theft,3,4,Pending
33216,2023-03-01,Chicago,Kidnapping,3,2,Pending
16635,2021-05-01,Phoenix,Shoplifting,6,1,Investigating
91064,2021-03-01,New York,Kidnapping,4,4,Investigating
46700,2019-07-01,Seattle,Sexual Assault,1,2,Closed
2032,2021-12-01,Houston,Kidnapping,9,1,Closed
57714,2023-03-01,Washington,Vandalism,7,3,Closed
59762,2020-08-01,Phoenix,Drug Violation,2,1,Investigating
66068,2020-11-01,Columbus,Drug Violation,10,4,Closed
12825,2020-07-01,Houston,Vandalism,1,4,Pending
5230,2021-03-01,Los Angeles,Cybercrime,10,3,Investigating
17738,2020-02-01,Los Angeles,Cybercrime,10,1,Closed
79903,2019-03-01,Philadelphia,Shoplifting,5,5,Investigating
34505,2023-03-01,New York,Vehicle Theft,9,3,Closed
33611,2019-11-01,San Antonio,Drug Violation,4,5,Investigating
26306,2020-01-01,Philadelphia,Kidnapping,2,4,Investigating
8588,2018-07-01,Philadelphia,Robbery,1,4,Closed
22841,2019-06-01,Dallas,Assault,4,4,Closed
4127,2019-11-01,Washington,Vandalism,1,4,Closed
62995,2022-08-01,Austin,Robbery,7,3,Investigating
4893,2021-06-01,San Diego,Shoplifting,1,3,Investigating
31412,2023-04-01,Philadelphia,Vandalism,2,3,Closed
67926,2020-06-01,Denver,Assault,5,4,Investigating
77204,2018-04-01,Houston,Assault,7,5,Closed
81398,2019-02-01,Washington,Burglary,5,3,Pending
58567,2020-04-01,Indianapolis,Assault,9,4,Closed
4253,2023-01-01,San Antonio,Shoplifting,2,5,Investigating
48485,2022-01-01,Chicago,Drug Violation,1,4,Investigating
21715,2023-06-01,Los Angeles,Kidnapping,9,3,Investigating
93729,2022-07-01,Chicago,Vandalism,9,2,Closed
63576,2019-04-01,Dallas,Assault,7,3,Pending
