dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
200714602,Wilshire,121.0,RAPE FORCIBLE,38.0,F,W,STREET,Adult Other
201708900,Devonshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),26.0,M,W,LAUNDROMAT,Invest Cont
200309326,Southwest,624.0,BATTERY - SIMPLE ASSAULT,39.0,F,H,MTA BUS,Invest Cont
210511832,Harbor,761.0,BRANDISH WEAPON,28.0,M,H,ALLEY,Invest Cont
220104232,Central,310.0,BURGLARY,29.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211518781,N Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,M,H,PARKING LOT,Invest Cont
200212578,Rampart,440.0,THEFT PLAIN - PETTY ($950 & UNDER),62.0,F,B,MTA BUS,Invest Cont
211517429,N Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),51.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201812968,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,37.0,F,B,SINGLE FAMILY DWELLING,Adult Other
220410072,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,29.0,M,H,STREET,Invest Cont
200407893,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,52.0,M,H,SINGLE FAMILY DWELLING,Adult Other
212007786,Olympic,480.0,BIKE - STOLEN,26.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210816962,West LA,354.0,THEFT OF IDENTITY,30.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
222017102,Olympic,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,27.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211814034,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
211808624,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),57.0,F,B,DRIVEWAY,Invest Cont
212116516,Topanga,624.0,BATTERY - SIMPLE ASSAULT,31.0,M,H,SINGLE FAMILY DWELLING,Adult Arrest
201005896,West Valley,330.0,BURGLARY FROM VEHICLE,34.0,F,O,STREET,Invest Cont
210117885,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),29.0,M,H,STREET,Invest Cont
222109564,Topanga,440.0,THEFT PLAIN - PETTY ($950 & UNDER),35.0,M,X,STREET,Invest Cont
220308040,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,21.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
200505344,Harbor,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,26.0,F,H,DEPARTMENT STORE,Adult Arrest
211518470,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,27.0,F,O,OTHER PREMISE,Adult Other
201907278,Mission,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210414094,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,31.0,F,H,MARKET,Invest Cont
210208604,Rampart,946.0,OTHER MISCELLANEOUS CRIME,60.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220615233,Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,W,PARK/PLAYGROUND,Invest Cont
202008729,Olympic,624.0,BATTERY - SIMPLE ASSAULT,55.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
220711966,Wilshire,354.0,THEFT OF IDENTITY,72.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
200217888,Rampart,440.0,THEFT PLAIN - PETTY ($950 & UNDER),34.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201210626,77th Street,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,F,H,HOTEL,Adult Other
201204765,77th Street,761.0,BRANDISH WEAPON,46.0,F,H,DRIVEWAY,Adult Arrest
201421524,Pacific,330.0,BURGLARY FROM VEHICLE,62.0,M,A,STREET,Invest Cont
211505390,N Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,STREET,Adult Other
210114318,Central,761.0,BRANDISH WEAPON,32.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200306841,Southwest,900.0,VIOLATION OF COURT ORDER,21.0,F,B,SPECIALTY SCHOOL/OTHER,Adult Other
201007917,West Valley,330.0,BURGLARY FROM VEHICLE,42.0,M,W,DRIVEWAY,Invest Cont
221509037,N Hollywood,310.0,BURGLARY,39.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220107180,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),57.0,F,H,GOVERNMENT FACILITY (FEDERALSTATE COUNTY & CITY),Invest Cont
212013144,Olympic,624.0,BATTERY - SIMPLE ASSAULT,24.0,M,H,STREET,Adult Other
220411337,Hollenbeck,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),56.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
210811713,West LA,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),34.0,M,O,OTHER BUSINESS,Invest Cont
210507321,Harbor,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
202012379,Olympic,624.0,BATTERY - SIMPLE ASSAULT,62.0,M,O,STREET,Invest Cont
201509353,N Hollywood,625.0,OTHER ASSAULT,22.0,F,W,PARKING LOT,Invest Cont
211224515,77th Street,624.0,BATTERY - SIMPLE ASSAULT,18.0,F,B,SWAP MEET,Invest Cont
200308734,Southwest,354.0,THEFT OF IDENTITY,31.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211012888,West Valley,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,54.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
200704171,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,61.0,F,O,STREET,Invest Cont
200217634,Rampart,624.0,BATTERY - SIMPLE ASSAULT,52.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201409813,Pacific,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),73.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200808669,West LA,624.0,BATTERY - SIMPLE ASSAULT,23.0,M,W,OTHER BUSINESS,Adult Other
221913808,Mission,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35.0,F,H,STREET,Invest Cont
210415428,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
220320754,Southwest,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),70.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
200814528,West LA,210.0,ROBBERY,53.0,M,H,SIDEWALK,Invest Cont
201605840,Foothill,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),38.0,F,H,STREET,Invest Cont
201419966,Pacific,330.0,BURGLARY FROM VEHICLE,24.0,M,W,GARAGE/CARPORT,Invest Cont
210516739,Harbor,624.0,BATTERY - SIMPLE ASSAULT,62.0,M,B,OTHER PREMISE,Invest Cont
210414631,Hollenbeck,900.0,VIOLATION OF COURT ORDER,48.0,F,H,SINGLE FAMILY DWELLING,Adult Other
221604778,Foothill,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,28.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
221212350,77th Street,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
202013370,Olympic,900.0,VIOLATION OF COURT ORDER,55.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
221407354,Pacific,354.0,THEFT OF IDENTITY,34.0,M,H,BANK,Invest Cont
212014925,Olympic,624.0,BATTERY - SIMPLE ASSAULT,62.0,M,H,PARKING LOT,Adult Other
210804095,West LA,354.0,THEFT OF IDENTITY,44.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
202114085,Topanga,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),37.0,M,X,AUTOMATED TELLER MACHINE (ATM),Invest Cont
220707175,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,26.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
220208869,Rampart,354.0,THEFT OF IDENTITY,49.0,F,J,AUTOMATED TELLER MACHINE (ATM),Invest Cont
201211569,77th Street,330.0,BURGLARY FROM VEHICLE,41.0,F,H,DRIVEWAY,Invest Cont
200121073,Central,625.0,OTHER ASSAULT,58.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200806598,West LA,350.0,THEFT PERSON,81.0,M,O,DRIVEWAY,Invest Cont
211504407,N Hollywood,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26.0,M,W,GARAGE/CARPORT,Invest Cont
201804184,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
211407830,Pacific,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42.0,M,W,STREET,Invest Cont
211821889,Southeast,330.0,BURGLARY FROM VEHICLE,41.0,F,H,ALLEY,Invest Cont
211421735,Pacific,624.0,BATTERY - SIMPLE ASSAULT,70.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201304306,Newton,440.0,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,W,STREET,Adult Other
201110020,Northeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35.0,M,H,STREET,Invest Cont
201910688,Mission,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
210716949,Wilshire,310.0,BURGLARY,70.0,M,W,OTHER BUSINESS,Invest Cont
220907287,Van Nuys,901.0,VIOLATION OF RESTRAINING ORDER,27.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211307519,Newton,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,43.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
211910552,Mission,354.0,THEFT OF IDENTITY,36.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210611571,Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26.0,M,W,STREET,Invest Cont
201115584,Northeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,29.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210511250,Harbor,210.0,ROBBERY,34.0,F,W,STREET,Invest Cont
202004562,Olympic,310.0,BURGLARY,50.0,M,A,FOSTER HOME BOYS OR GIRLS*,Invest Cont
210309099,Southwest,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20.0,X,X,VEHICLE PASSENGER/TRUCK,Invest Cont
201404766,Pacific,624.0,BATTERY - SIMPLE ASSAULT,52.0,F,B,PARK/PLAYGROUND,Invest Cont
222005446,Olympic,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,46.0,F,V,OTHER RESIDENCE,Invest Cont
201010236,West Valley,330.0,BURGLARY FROM VEHICLE,40.0,M,H,PARKING LOT,Invest Cont
212111002,Topanga,350.0,THEFT PERSON,33.0,F,W,SINGLE FAMILY DWELLING,Adult Other
211511035,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),37.0,F,W,VEHICLE PASSENGER/TRUCK,Invest Cont
220810591,West LA,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,F,H,DRIVEWAY,Invest Cont
221606331,Foothill,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,17.0,F,H,HIGH SCHOOL,Invest Cont
200604905,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,29.0,M,W,DRIVEWAY,Adult Other
210112378,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,26.0,F,B,OTHER RESIDENCE,Adult Arrest
201111587,Northeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,58.0,M,W,SIDEWALK,Invest Cont
201514338,N Hollywood,624.0,BATTERY - SIMPLE ASSAULT,46.0,M,W,PARKING LOT,Invest Cont
210413009,Hollenbeck,625.0,OTHER ASSAULT,49.0,F,H,SINGLE FAMILY DWELLING,Adult Other
211216073,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,30.0,M,B,STREET,Adult Other
211512013,N Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),42.0,M,W,PORCH RESIDENTIAL,Invest Cont
212008468,Olympic,946.0,OTHER MISCELLANEOUS CRIME,29.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210116933,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),31.0,F,H,OTHER/OUTSIDE,Invest Cont
200511874,Harbor,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Juv Arrest
201821378,Southeast,761.0,BRANDISH WEAPON,28.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201008150,West Valley,330.0,BURGLARY FROM VEHICLE,39.0,M,W,PARKING LOT,Invest Cont
220507333,Harbor,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),32.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
211410639,Pacific,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53.0,F,H,STREET,Invest Cont
201906720,Mission,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,29.0,M,H,STREET,Invest Cont
221321919,Newton,330.0,BURGLARY FROM VEHICLE,29.0,M,H,STREET,Invest Cont
210717170,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),36.0,M,W,RESTAURANT/FAST FOOD,Invest Cont
201814300,Southeast,901.0,VIOLATION OF RESTRAINING ORDER,37.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211406937,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),55.0,F,H,BEACH,Invest Cont
200217894,Rampart,310.0,BURGLARY,19.0,X,X,STORAGE SHED,Invest Cont
200404772,Hollenbeck,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210111447,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,33.0,F,H,STREET,Adult Other
202113820,Topanga,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),85.0,M,O,VEHICLE PASSENGER/TRUCK,Invest Cont
201407342,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,25.0,F,H,AIRCRAFT,Invest Cont
200916134,Van Nuys,310.0,BURGLARY,51.0,M,B,BEAUTY/BARBER SHOP,Invest Cont
210115165,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),61.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
201409099,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,W,TRANSPORTATION FACILITY (AIRPORT),Invest Cont
200717440,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),32.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202013447,Olympic,624.0,BATTERY - SIMPLE ASSAULT,58.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
212107024,Topanga,330.0,BURGLARY FROM VEHICLE,65.0,M,W,PARKING LOT,Invest Cont
210707219,Wilshire,625.0,OTHER ASSAULT,55.0,M,H,STREET,Adult Other
201008692,West Valley,330.0,BURGLARY FROM VEHICLE,39.0,M,K,DRIVEWAY,Adult Other
201904120,Mission,440.0,THEFT PLAIN - PETTY ($950 & UNDER),18.0,F,H,STREET,Invest Cont
221404362,Pacific,624.0,BATTERY - SIMPLE ASSAULT,23.0,M,H,GAS STATION,Invest Cont
211414803,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,57.0,F,W,HEALTH SPA/GYM,Invest Cont
210206351,Rampart,761.0,BRANDISH WEAPON,23.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201008416,West Valley,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,H,STREET,Adult Arrest
210313491,Southwest,901.0,VIOLATION OF RESTRAINING ORDER,40.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
212008788,Olympic,330.0,BURGLARY FROM VEHICLE,61.0,M,H,GARAGE/CARPORT,Invest Cont
211412579,Pacific,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41.0,F,W,STREET,Invest Cont
211013088,West Valley,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63.0,M,W,PARKING LOT,Invest Cont
210206949,Rampart,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,23.0,M,W,SIDEWALK,Invest Cont
201807161,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),20.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
212009549,Olympic,624.0,BATTERY - SIMPLE ASSAULT,32.0,F,H,MARKET,Invest Cont
210118766,Central,210.0,ROBBERY,61.0,M,B,SIDEWALK,Invest Cont
221609659,Foothill,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,44.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
200316583,Southwest,210.0,ROBBERY,19.0,X,X,GAS STATION,Adult Other
221613890,Foothill,354.0,THEFT OF IDENTITY,38.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201914788,Mission,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,11.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201608234,Foothill,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,26.0,M,O,SINGLE FAMILY DWELLING,Adult Other
200613313,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,63.0,M,W,STREET,Invest Cont
201909124,Mission,310.0,BURGLARY,40.0,M,X,PUBLIC STORAGE,Invest Cont
201222805,77th Street,350.0,THEFT PERSON,58.0,F,B,SIDEWALK,Invest Cont
210512705,Harbor,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,78.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
221320113,Newton,210.0,ROBBERY,41.0,F,H,STREET,Invest Cont
200811624,West LA,330.0,BURGLARY FROM VEHICLE,51.0,M,W,STREET,Invest Cont
202013628,Olympic,900.0,VIOLATION OF COURT ORDER,25.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
202105364,Topanga,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,63.0,F,W,SINGLE FAMILY DWELLING,Adult Other
211014292,West Valley,330.0,BURGLARY FROM VEHICLE,20.0,M,O,OTHER RESIDENCE,Invest Cont
211210852,77th Street,903.0,CONTEMPT OF COURT,47.0,F,H,SINGLE FAMILY DWELLING,Adult Other
211609406,Foothill,664.0,BUNCO PETTY THEFT,59.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
211419873,Pacific,354.0,THEFT OF IDENTITY,63.0,M,W,OTHER PREMISE,Invest Cont
210320441,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),19.0,M,O,COFFEE SHOP (STARBUCKS COFFEE BEAN PEET'S ETC.),Invest Cont
201504643,N Hollywood,903.0,CONTEMPT OF COURT,45.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
222016744,Olympic,310.0,BURGLARY,44.0,F,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201806259,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211013504,West Valley,761.0,BRANDISH WEAPON,45.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200206576,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,F,H,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,Invest Cont
210118549,Central,480.0,BIKE - STOLEN,34.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201908396,Mission,624.0,BATTERY - SIMPLE ASSAULT,55.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200113362,Central,624.0,BATTERY - SIMPLE ASSAULT,22.0,F,B,SIDEWALK,Invest Cont
212114490,Topanga,480.0,BIKE - STOLEN,28.0,M,A,PARKING LOT,Invest Cont
211319624,Newton,648.0,ARSON,35.0,F,H,STREET,Invest Cont
211909129,Mission,330.0,BURGLARY FROM VEHICLE,30.0,M,F,STREET,Invest Cont
202009962,Olympic,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
202016481,Olympic,354.0,THEFT OF IDENTITY,43.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
200214535,Rampart,210.0,ROBBERY,41.0,M,H,PARK/PLAYGROUND,Adult Arrest
200607957,Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),42.0,F,O,STREET,Invest Cont
210704859,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,M,A,OTHER BUSINESS,Invest Cont
211113106,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),39.0,F,W,MOTEL,Invest Cont
220310697,Southwest,210.0,ROBBERY,53.0,M,W,STREET,Invest Cont
201813929,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,42.0,F,B,SINGLE FAMILY DWELLING,Adult Arrest
211513542,N Hollywood,330.0,BURGLARY FROM VEHICLE,38.0,F,O,GARAGE/CARPORT,Invest Cont
201706114,Devonshire,330.0,BURGLARY FROM VEHICLE,43.0,M,H,STREET,Adult Other
201225545,77th Street,310.0,BURGLARY,46.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200506522,Harbor,901.0,VIOLATION OF RESTRAINING ORDER,38.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
211712823,Devonshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),45.0,F,O,OTHER BUSINESS,Invest Cont
201709778,Devonshire,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),42.0,F,O,STREET,Invest Cont
200514221,Harbor,901.0,VIOLATION OF RESTRAINING ORDER,53.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210305882,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),45.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
212009991,Olympic,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28.0,M,H,STREET,Invest Cont
211106370,Northeast,510.0,VEHICLE - STOLEN,37.0,M,H,STREET,Invest Cont
210704627,Wilshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67.0,M,W,STREET,Invest Cont
211507913,N Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),40.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201616063,Foothill,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),48.0,M,W,STREET,Invest Cont
201210995,77th Street,354.0,THEFT OF IDENTITY,27.0,F,B,BANK,Invest Cont
211308561,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,50.0,M,H,SIDEWALK,Invest Cont
211910133,Mission,624.0,BATTERY - SIMPLE ASSAULT,48.0,M,W,PARKING LOT,Invest Cont
211110134,Northeast,624.0,BATTERY - SIMPLE ASSAULT,54.0,M,W,DODGER STADIUM,Invest Cont
201216746,77th Street,761.0,BRANDISH WEAPON,33.0,M,B,TRANSITIONAL HOUSING/HALFWAY HOUSE,Adult Other
201908247,Mission,890.0,FAILURE TO YIELD,25.0,M,H,STREET,Adult Arrest
211900521,Mission,946.0,OTHER MISCELLANEOUS CRIME,23.0,X,X,HARDWARE/BUILDING SUPPLY,Invest Cont
201421307,Pacific,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,40.0,F,W,SINGLE FAMILY DWELLING,Adult Arrest
210204699,Rampart,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,59.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200713490,Wilshire,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33.0,F,W,DRIVEWAY,Invest Cont
210507442,Harbor,220.0,ATTEMPTED ROBBERY,69.0,M,W,PARKING LOT,Adult Arrest
221110872,Northeast,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,30.0,F,O,GAS STATION,Adult Arrest
222109966,Topanga,330.0,BURGLARY FROM VEHICLE,76.0,M,W,STREET,Invest Cont
210205366,Rampart,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,24.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201311106,Newton,761.0,BRANDISH WEAPON,45.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
210814864,West LA,440.0,THEFT PLAIN - PETTY ($950 & UNDER),41.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
201213683,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),30.0,F,B,YARD (RESIDENTIAL/BUSINESS),Invest Cont
211713306,Devonshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),69.0,M,H,STREET,Invest Cont
210905026,Van Nuys,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,45.0,F,W,OTHER BUSINESS,Adult Arrest
201813076,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,B,STREET,Invest Cont
201805527,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),29.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210315532,Southwest,354.0,THEFT OF IDENTITY,40.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
201205018,77th Street,440.0,THEFT PLAIN - PETTY ($950 & UNDER),41.0,M,B,PARKING LOT,Invest Cont
210611894,Hollywood,761.0,BRANDISH WEAPON,25.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211410863,Pacific,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,38.0,F,W,HOTEL,Invest Cont
210506960,Harbor,220.0,ATTEMPTED ROBBERY,32.0,F,H,STREET,Invest Cont
